id,ts,src_account_id,dst_account_id,merchant_id,amount,channel,device_id,location,suspect,fraud,meta
3393,2025-11-25T18:41:52.044999,557,532,79,1697.04,mobile,226,da Mata,0,0,"{""note"": ""Maiores provident nobis veniam excepturi.""}"
3394,2025-11-25T16:07:20.044999,162,366,19,1310.29,mobile,227,Moreira,0,0,"{""note"": ""Dignissimos voluptatum impedit suscipit officiis doloremque.""}"
3395,2025-11-25T19:16:43.044999,133,561,74,930.81,card,46,Cavalcanti,0,0,"{""note"": ""Aspernatur distinctio odio doloribus officiis neque.""}"
3396,2025-11-25T20:11:09.044999,335,40,100,27.9,web,262,da Luz,0,0,"{""note"": ""Ipsum iste incidunt id aliquid reprehenderit.""}"
3397,2025-11-26T02:26:49.044999,478,566,73,1523.27,ted,143,Ribeiro da Mata,0,0,"{""note"": ""Ab voluptates consectetur fuga.""}"
3398,2025-11-26T04:08:14.044999,448,491,52,1412.51,mobile,5,Lopes Paulista,0,0,"{""note"": ""Fugiat amet dolores dolorem corporis minima optio ratione.""}"
3399,2025-11-25T22:03:56.044999,49,118,16,795.18,ted,147,Siqueira de Nunes,0,0,"{""note"": ""Corrupti alias quia commodi autem doloribus.""}"
3400,2025-11-26T04:54:49.044999,224,499,64,644.06,web,104,Mendes,0,0,"{""note"": ""Illum aut perspiciatis magni harum necessitatibus iusto.""}"
3401,2025-11-26T03:32:44.044999,155,398,47,942.42,pix,299,Siqueira,0,0,"{""note"": ""Facere recusandae quaerat deleniti dignissimos optio.""}"
3402,2025-11-25T14:58:55.044999,502,17,50,915.29,mobile,140,Almeida,0,0,"{""note"": ""Ducimus eaque nisi aperiam odio iste sapiente.""}"
3403,2025-11-25T16:06:22.044999,60,533,96,548.11,pix,26,da Luz,0,0,"{""note"": ""Debitis sequi deleniti quasi facilis ex est.""}"
3404,2025-11-25T09:31:07.044999,483,112,74,1961.45,mobile,273,Farias,0,0,"{""note"": ""Eum nesciunt omnis eligendi omnis mollitia accusamus.""}"
3405,2025-11-25T09:09:21.044999,45,235,7,1945.14,web,126,Moura,0,0,"{""note"": ""Beatae magni necessitatibus molestias vero aliquam.""}"
3406,2025-11-26T01:51:32.044999,103,214,67,155.0,card,244,Vargas,0,0,"{""note"": ""Mollitia modi veniam ipsum iusto sapiente nisi.""}"
3407,2025-11-26T03:00:47.044999,368,484,1,808.47,ted,64,Leão das Flores,0,0,"{""note"": ""Labore iure sint saepe perferendis voluptates expedita assumenda.""}"
3408,2025-11-26T04:37:39.044999,390,489,54,1127.76,mobile,127,Pacheco,0,0,"{""note"": ""Reiciendis aliquid placeat iste sunt animi.""}"
3409,2025-11-25T10:30:24.044999,153,193,6,1740.92,card,61,Montenegro Paulista,0,0,"{""note"": ""Ducimus voluptate repellat quas tempora magnam.""}"
3410,2025-11-25T09:59:41.044999,185,457,83,477.82,card,42,da Mota da Mata,0,0,"{""note"": ""Error voluptatum unde consequuntur distinctio culpa fugit.""}"
3411,2025-11-26T01:25:46.044999,35,427,34,1689.79,pix,283,Brito do Norte,0,0,"{""note"": ""Sit ipsa ipsa quae.""}"
3412,2025-11-25T21:27:12.044999,51,134,38,1596.0,card,259,Duarte da Mata,0,0,"{""note"": ""Dolores magni voluptatibus pariatur quasi voluptatem.""}"
3413,2025-11-26T00:48:24.044999,402,136,65,1035.33,pix,156,Mendonça da Praia,0,0,"{""note"": ""Neque adipisci eos totam debitis et mollitia.""}"
3414,2025-11-25T13:01:31.044999,66,559,87,1399.24,web,96,da Cunha de Goiás,0,0,"{""note"": ""Architecto earum labore possimus et qui unde earum.""}"
3415,2025-11-25T10:01:47.044999,62,184,60,126.1,mobile,199,Mendonça,0,0,"{""note"": ""Eius cumque numquam fugit est fugit nobis.""}"
3416,2025-11-26T02:16:11.044999,168,91,38,285.1,mobile,258,Ferreira das Pedras,0,0,"{""note"": ""Odit soluta ipsam corrupti saepe praesentium.""}"
3417,2025-11-26T03:10:34.044999,500,511,50,335.85,pix,114,Almeida,0,0,"{""note"": ""Ducimus vel commodi nostrum.""}"
3418,2025-11-25T13:15:50.044999,599,594,87,1178.49,card,28,Pires,0,0,"{""note"": ""Aut dolorem ipsa ipsa.""}"
3419,2025-11-25T16:04:17.044999,95,381,19,296.39,card,189,Santos de Goiás,0,0,"{""note"": ""Labore inventore vitae beatae.""}"
3420,2025-11-25T18:48:10.044999,221,354,68,493.88,mobile,108,Casa Grande das Pedras,0,0,"{""note"": ""Ipsa nulla quis distinctio sit.""}"
3421,2025-11-25T21:29:48.044999,250,31,11,120.68,ted,64,Castro,0,0,"{""note"": ""Modi earum adipisci culpa modi.""}"
3422,2025-11-25T09:50:18.044999,373,516,91,1589.46,card,52,Fogaça Alegre,0,0,"{""note"": ""Nostrum sapiente fugit reiciendis sint.""}"
3423,2025-11-25T09:33:16.044999,522,592,15,1575.36,web,31,Cassiano,0,0,"{""note"": ""Eius excepturi rem provident eius quam.""}"
3424,2025-11-25T09:54:25.044999,472,96,97,1291.54,web,83,Viana,0,0,"{""note"": ""Quibusdam unde vero vel quod necessitatibus.""}"
3425,2025-11-25T20:18:09.044999,512,185,15,1923.42,card,180,Rodrigues,0,0,"{""note"": ""Cupiditate voluptas sequi laborum repudiandae quo.""}"
3426,2025-11-25T14:39:19.044999,356,378,87,381.92,web,5,Câmara de Silva,0,0,"{""note"": ""Ea nam amet in temporibus quo.""}"
3427,2025-11-26T00:09:51.044999,507,4,58,677.46,web,31,da Mota das Flores,0,0,"{""note"": ""Delectus sunt corrupti voluptate.""}"
3428,2025-11-26T07:17:33.044999,434,379,57,372.97,mobile,190,Machado,0,0,"{""note"": ""Quae architecto illum quod hic.""}"
3429,2025-11-26T07:52:09.044999,477,404,32,657.5,web,93,Cassiano,0,0,"{""note"": ""Sed iusto facilis tempora neque aperiam est ab.""}"
3430,2025-11-26T02:16:13.044999,489,362,56,488.98,ted,96,Carvalho,0,0,"{""note"": ""Esse inventore illo saepe dignissimos nisi cupiditate sequi.""}"
3431,2025-11-25T13:22:16.044999,256,162,96,67.51,card,111,Alves de Cassiano,0,0,"{""note"": ""Reprehenderit nesciunt saepe asperiores vel autem illo.""}"
3432,2025-11-25T12:47:56.044999,180,366,50,1382.01,mobile,215,Pinto,0,0,"{""note"": ""Aliquam sit cum deleniti.""}"
3433,2025-11-25T16:24:12.044999,200,495,29,1694.18,pix,26,Abreu Paulista,0,0,"{""note"": ""Dolorum facere illo molestias ullam molestiae necessitatibus.""}"
3434,2025-11-25T13:58:51.044999,512,4,60,1261.68,card,285,Marques,0,0,"{""note"": ""Nulla nihil voluptatum molestiae incidunt.""}"
3435,2025-11-25T18:34:03.044999,292,286,60,1223.37,mobile,78,Novaes Alegre,0,0,"{""note"": ""Occaecati explicabo magnam natus illo ipsum.""}"
3436,2025-11-25T15:27:42.044999,290,317,90,1704.72,mobile,91,Costela de Rodrigues,0,0,"{""note"": ""Ducimus sunt impedit nihil repellat illum sed.""}"
3437,2025-11-25T21:32:49.044999,341,331,11,1305.75,pix,81,Correia,0,0,"{""note"": ""Aspernatur consequatur amet neque alias iusto.""}"
3438,2025-11-25T09:39:20.044999,106,11,73,1838.02,ted,175,Freitas,0,0,"{""note"": ""Eos eius nostrum suscipit cumque labore laborum rem.""}"
3439,2025-11-26T07:59:50.044999,18,566,3,753.69,pix,238,Sampaio,0,0,"{""note"": ""Deserunt ipsum temporibus impedit iure.""}"
3440,2025-11-25T14:42:58.044999,482,394,19,1162.57,web,286,Pacheco de Almeida,0,0,"{""note"": ""Ad corrupti maiores ab ex consectetur.""}"
3441,2025-11-25T21:27:11.044999,442,469,14,192.66,web,132,Freitas da Praia,0,0,"{""note"": ""Quo nemo dolor dicta voluptatem blanditiis.""}"
3442,2025-11-26T08:08:35.044999,522,220,81,1290.39,ted,255,Rezende,0,0,"{""note"": ""Quis iste minima molestias voluptatum.""}"
3443,2025-11-26T06:24:13.044999,388,128,64,1412.19,ted,186,Souza,0,0,"{""note"": ""Quae assumenda dignissimos aspernatur tenetur.""}"
3444,2025-11-25T14:16:45.044999,73,48,55,1662.25,web,54,Camargo,0,0,"{""note"": ""Nihil natus animi magnam sed.""}"
3445,2025-11-26T08:20:32.044999,57,144,46,1014.02,ted,48,Dias,0,0,"{""note"": ""Laboriosam sit fuga molestias.""}"
3446,2025-11-25T09:08:14.044999,355,317,75,73.81,web,132,Cirino,0,0,"{""note"": ""Odit mollitia ducimus ab facilis ipsum.""}"
3447,2025-11-26T00:42:46.044999,531,315,17,335.78,card,274,Monteiro de Melo,0,0,"{""note"": ""Eaque error corporis.""}"
3448,2025-11-25T21:53:42.044999,108,247,91,1810.07,mobile,174,Aragão,0,0,"{""note"": ""Ratione quisquam soluta culpa praesentium.""}"
3449,2025-11-25T12:54:17.044999,117,116,40,357.87,ted,227,da Costa do Amparo,0,0,"{""note"": ""Harum dolor quibusdam adipisci reiciendis dicta repudiandae similique.""}"
3450,2025-11-25T17:32:59.044999,496,490,40,1422.94,ted,158,Teixeira,0,0,"{""note"": ""Sed laudantium beatae.""}"
3451,2025-11-25T21:28:36.044999,168,458,98,433.05,card,78,Costela de Ribeiro,0,0,"{""note"": ""Inventore numquam sapiente quaerat assumenda asperiores.""}"
3452,2025-11-25T23:47:29.044999,576,531,35,613.22,card,105,Lima de Barbosa,0,0,"{""note"": ""Recusandae consequatur vero ipsa cum ut mollitia molestiae.""}"
3453,2025-11-25T16:16:28.044999,457,426,13,1224.59,pix,190,Peixoto do Campo,0,0,"{""note"": ""Iste vero quidem et consequatur magnam repellendus.""}"
3454,2025-11-25T11:12:31.044999,236,183,76,31.53,web,246,Ribeiro,0,0,"{""note"": ""Facere quisquam dolores rem recusandae.""}"
3455,2025-11-25T22:59:24.044999,140,74,72,665.53,mobile,43,Souza do Oeste,0,0,"{""note"": ""A voluptatum repellendus blanditiis nobis fugiat ipsa.""}"
3456,2025-11-26T04:13:44.044999,527,544,83,594.6,ted,260,Pinto Alegre,0,0,"{""note"": ""Animi odit quod architecto temporibus.""}"
3457,2025-11-26T06:07:07.044999,466,188,78,1334.56,ted,23,Garcia,0,0,"{""note"": ""Quaerat deleniti magnam provident a.""}"
3458,2025-11-25T21:07:18.044999,364,148,74,1113.3,web,199,Campos,0,0,"{""note"": ""Vero ab quam amet sapiente vitae dicta.""}"
3459,2025-11-26T05:19:56.044999,94,119,46,636.12,ted,62,Borges,0,0,"{""note"": ""Dolores qui quaerat culpa impedit quae.""}"
3460,2025-11-26T00:00:00.044999,497,337,74,855.8,ted,120,Sá do Oeste,0,0,"{""note"": ""Autem asperiores blanditiis laborum necessitatibus officia.""}"
3461,2025-11-26T03:57:29.044999,51,84,45,184.69,mobile,150,Fernandes da Mata,0,0,"{""note"": ""Ab accusantium fuga illum rerum.""}"
3462,2025-11-25T19:19:47.044999,445,207,87,1487.58,pix,300,Ramos Paulista,0,0,"{""note"": ""Voluptas praesentium veritatis nisi magni.""}"
3463,2025-11-25T16:28:30.044999,255,353,63,1729.7,pix,122,Mendonça,0,0,"{""note"": ""Laboriosam blanditiis eaque dolores vero.""}"
3464,2025-11-26T05:22:59.044999,340,518,51,1259.42,pix,236,Almeida,0,0,"{""note"": ""Nulla cumque quae.""}"
3465,2025-11-25T13:06:31.044999,416,245,54,531.2,web,169,Azevedo,0,0,"{""note"": ""Facere a cumque beatae dolor rerum eligendi expedita.""}"
3466,2025-11-26T04:39:51.044999,80,395,38,79.5,card,209,da Mota,0,0,"{""note"": ""Optio repellat commodi laboriosam.""}"
3467,2025-11-25T09:51:15.044999,514,486,22,1496.69,mobile,87,da Paz das Pedras,0,0,"{""note"": ""Sunt officia molestiae dolore.""}"
3468,2025-11-25T21:15:09.044999,110,328,47,1629.67,web,177,da Mata de Almeida,0,0,"{""note"": ""Cumque debitis adipisci doloremque accusamus quia laboriosam quam.""}"
3469,2025-11-25T19:49:38.044999,160,532,33,419.72,card,264,Rios,0,0,"{""note"": ""Nesciunt et inventore quidem quo libero.""}"
3470,2025-11-25T19:39:38.044999,545,428,25,278.21,ted,294,Câmara de Moreira,0,0,"{""note"": ""Ducimus ullam repellat doloremque illum.""}"
3471,2025-11-25T11:03:34.044999,514,114,84,189.98,ted,42,Novaes,0,0,"{""note"": ""Neque eligendi voluptates et ipsum id.""}"
3472,2025-11-25T21:06:02.044999,124,483,94,1101.53,card,226,Cirino da Serra,0,0,"{""note"": ""Deleniti iure sapiente perferendis dolore.""}"
3473,2025-11-25T17:53:40.044999,471,141,46,1699.25,pix,178,Moreira das Pedras,0,0,"{""note"": ""Illum possimus molestias optio commodi asperiores.""}"
3474,2025-11-25T22:57:46.044999,292,270,59,1576.13,ted,56,Pires do Amparo,0,0,"{""note"": ""Nisi dicta voluptatum doloribus architecto placeat.""}"
3475,2025-11-25T11:54:58.044999,292,499,95,499.96,web,45,Moraes,0,0,"{""note"": ""Corrupti quaerat assumenda deleniti non ratione ipsam qui.""}"
3476,2025-11-26T07:58:03.044999,501,158,32,1729.24,card,86,Moraes,0,0,"{""note"": ""Minima ullam quae.""}"
3477,2025-11-26T02:28:20.044999,51,393,87,1989.71,mobile,164,da Cunha Grande,0,0,"{""note"": ""Nihil sed minima modi vero non adipisci tempore.""}"
3478,2025-11-25T22:54:57.044999,443,371,38,857.55,mobile,269,Silva de Souza,0,0,"{""note"": ""Beatae placeat occaecati est voluptates ex vero.""}"
3479,2025-11-25T22:12:13.044999,498,48,33,1806.53,mobile,291,Fogaça de Casa Grande,0,0,"{""note"": ""Quas commodi consequatur eligendi quos.""}"
3480,2025-11-25T11:22:48.044999,533,390,27,1754.21,ted,209,Monteiro,0,0,"{""note"": ""Nesciunt nihil animi rem itaque doloribus sunt.""}"
3481,2025-11-26T00:37:51.044999,407,479,74,460.09,web,242,Freitas,0,0,"{""note"": ""Ullam facere quaerat unde.""}"
3482,2025-11-26T00:38:46.044999,592,361,94,1491.31,card,21,Marques do Campo,0,0,"{""note"": ""Quis nesciunt eum cumque ratione.""}"
3483,2025-11-26T05:13:52.044999,79,92,75,973.29,mobile,64,Sá,0,0,"{""note"": ""Ipsa nemo unde odit officia aspernatur.""}"
3484,2025-11-25T14:11:57.044999,425,574,31,1277.01,web,45,Oliveira do Campo,0,0,"{""note"": ""Neque atque officiis quo laudantium inventore.""}"
3485,2025-11-25T17:26:55.044999,295,362,28,1286.22,card,267,Mendes de Montenegro,0,0,"{""note"": ""Ab eos fuga provident assumenda corporis.""}"
3486,2025-11-25T19:51:32.044999,86,491,3,850.36,card,251,Lopes do Oeste,0,0,"{""note"": ""Rem itaque error aliquid laborum quidem numquam quasi.""}"
3487,2025-11-25T10:05:51.044999,537,590,59,1780.66,card,206,Duarte,0,0,"{""note"": ""Blanditiis vero delectus labore excepturi veritatis quam.""}"
3488,2025-11-25T18:28:32.044999,197,430,31,603.43,card,153,Barbosa Alegre,0,0,"{""note"": ""Veniam eos facere repudiandae voluptatem atque modi non.""}"
3489,2025-11-25T12:19:46.044999,205,60,22,1284.53,mobile,28,Leão,0,0,"{""note"": ""Corrupti aperiam at vero.""}"
3490,2025-11-25T19:31:32.044999,89,362,98,1545.54,web,61,Silveira,0,0,"{""note"": ""Laudantium suscipit alias quidem impedit molestias.""}"
3491,2025-11-26T08:11:56.044999,428,270,74,1278.11,web,172,Lima,0,0,"{""note"": ""Omnis repellat fugiat ipsum voluptatum commodi.""}"
3492,2025-11-25T21:35:01.044999,488,576,35,332.17,ted,167,Pastor,0,0,"{""note"": ""A placeat unde pariatur.""}"
3493,2025-11-26T07:59:04.044999,448,17,95,1208.93,ted,291,Fernandes,0,0,"{""note"": ""Similique explicabo reprehenderit alias.""}"
3494,2025-11-25T12:33:09.044999,532,295,94,386.69,mobile,130,Alves das Pedras,0,0,"{""note"": ""Consequatur iure necessitatibus.""}"
3495,2025-11-25T22:12:22.044999,512,500,86,1896.37,web,57,Sales,0,0,"{""note"": ""Fuga minima architecto omnis temporibus.""}"
3496,2025-11-25T09:23:28.044999,15,45,72,121.5,ted,275,Cavalcante,0,0,"{""note"": ""Consequatur at quos id.""}"
3497,2025-11-26T03:43:20.044999,128,291,42,1968.3,ted,223,Machado dos Dourados,0,0,"{""note"": ""Distinctio beatae aliquam nulla impedit ex ipsam.""}"
3498,2025-11-25T17:57:13.044999,397,161,18,1989.83,pix,211,Moura de Costa,0,0,"{""note"": ""Ratione placeat molestias.""}"
3499,2025-11-25T13:54:56.044999,233,578,91,1580.36,mobile,83,da Conceição,0,0,"{""note"": ""Fuga magni ex neque natus.""}"
3500,2025-11-26T01:42:52.044999,13,283,65,246.19,mobile,279,Nascimento das Pedras,0,0,"{""note"": ""Occaecati ex molestiae illo fugit.""}"
3501,2025-11-25T09:09:18.044999,381,586,35,1336.76,card,130,Rezende,0,0,"{""note"": ""Pariatur similique modi excepturi vitae.""}"
3502,2025-11-25T21:55:04.044999,163,140,39,605.29,mobile,119,da Rosa,0,0,"{""note"": ""Vitae vitae ducimus vitae pariatur aliquid quod autem.""}"
3503,2025-11-25T18:25:21.044999,502,225,85,604.12,ted,189,Barros de Teixeira,0,0,"{""note"": ""Ipsam velit totam neque illum rerum.""}"
3504,2025-11-25T23:19:51.044999,570,50,58,1593.41,web,163,da Conceição,0,0,"{""note"": ""Eaque non debitis saepe iure quis a.""}"
3505,2025-11-25T16:18:30.044999,346,473,79,338.82,card,139,Monteiro Paulista,0,0,"{""note"": ""Impedit cumque fugit voluptatem.""}"
3506,2025-11-25T12:47:18.044999,489,19,89,1514.07,card,190,Silva do Sul,0,0,"{""note"": ""Eius explicabo fugit sint laudantium magni.""}"
3507,2025-11-26T08:01:46.044999,189,493,87,376.23,mobile,236,da Paz,0,0,"{""note"": ""Consequatur debitis dicta tempore ut error quaerat.""}"
3508,2025-11-25T11:44:08.044999,292,590,91,702.47,web,120,Cirino de Pastor,0,0,"{""note"": ""Cupiditate dignissimos fugiat sit totam voluptate rem doloremque.""}"
3509,2025-11-25T11:22:00.044999,120,516,15,1166.88,pix,94,Rios Alegre,0,0,"{""note"": ""Optio esse corporis sapiente velit nobis quidem eos.""}"
3510,2025-11-26T08:21:04.044999,437,288,65,295.56,pix,73,Rodrigues da Prata,0,0,"{""note"": ""Quam veniam soluta asperiores ex odit.""}"
3511,2025-11-25T15:35:59.044999,553,507,68,1510.67,pix,34,Lima Verde,0,0,"{""note"": ""Quo optio iusto.""}"
3512,2025-11-25T13:48:56.044999,283,285,24,1019.0,mobile,73,Costela,0,0,"{""note"": ""Doloremque numquam eligendi fugit incidunt aliquid quas.""}"
3513,2025-11-26T04:58:01.044999,308,550,23,1793.49,pix,235,Vieira do Norte,0,0,"{""note"": ""Facere incidunt harum.""}"
3514,2025-11-25T08:50:25.044999,435,147,76,148.9,mobile,117,Almeida,0,0,"{""note"": ""Deserunt debitis iste nesciunt nihil.""}"
3515,2025-11-26T04:48:45.044999,405,240,29,735.43,ted,281,Fernandes de Goiás,0,0,"{""note"": ""Occaecati nesciunt nesciunt reprehenderit.""}"
3516,2025-11-25T21:06:25.044999,424,288,6,760.19,pix,217,Sales,0,0,"{""note"": ""Rem veritatis beatae accusamus aperiam ipsam.""}"
3517,2025-11-26T05:24:25.044999,263,503,81,1009.05,pix,255,Pastor,0,0,"{""note"": ""Nemo dolor laudantium.""}"
3518,2025-11-26T00:49:39.044999,200,293,56,1140.77,mobile,263,Barros,0,0,"{""note"": ""Velit dolore at alias eos ea voluptas culpa.""}"
3519,2025-11-25T09:22:06.044999,561,206,80,386.23,mobile,218,Mendes,0,0,"{""note"": ""Minima consequatur debitis accusamus sit voluptatem velit.""}"
3520,2025-11-26T05:22:55.044999,548,26,50,1777.67,web,230,Alves,0,0,"{""note"": ""Libero asperiores impedit dolorem possimus aliquid nostrum.""}"
3521,2025-11-25T21:27:06.044999,212,283,82,433.9,mobile,143,Nunes,0,0,"{""note"": ""Earum non unde nobis dicta aliquid.""}"
3522,2025-11-25T08:48:56.044999,339,270,4,669.24,card,116,Andrade,0,0,"{""note"": ""Itaque asperiores corrupti eum quod consectetur officia.""}"
3523,2025-11-26T06:47:17.044999,369,244,20,1766.47,pix,239,Macedo,0,0,"{""note"": ""Laudantium ad quo ut alias est cum.""}"
3524,2025-11-25T12:26:50.044999,83,263,69,1098.85,mobile,220,Rios da Serra,0,0,"{""note"": ""Architecto expedita cum cupiditate quibusdam mollitia inventore omnis.""}"
3525,2025-11-25T12:28:58.044999,447,185,53,840.36,mobile,42,Rodrigues,0,0,"{""note"": ""Voluptatibus dolore adipisci expedita provident adipisci.""}"
3526,2025-11-25T15:57:33.044999,591,502,29,1335.03,web,282,Vieira,0,0,"{""note"": ""Earum nemo voluptatem minus.""}"
3527,2025-11-25T22:31:27.044999,387,9,50,954.13,web,244,Costela,0,0,"{""note"": ""Sapiente fugit consequatur earum voluptate fugiat quas reiciendis.""}"
3528,2025-11-25T13:26:58.044999,293,261,21,1362.0,ted,49,Nogueira dos Dourados,0,0,"{""note"": ""Debitis dolorem rem voluptates eveniet perspiciatis repellendus.""}"
3529,2025-11-25T17:06:31.044999,147,424,42,1734.04,mobile,36,Guerra de Goiás,0,0,"{""note"": ""Inventore officiis quidem non alias.""}"
3530,2025-11-25T22:34:33.044999,305,545,98,1253.8,pix,187,Caldeira,0,0,"{""note"": ""Atque esse vitae pariatur.""}"
3531,2025-11-25T18:45:01.044999,459,463,77,1691.23,card,165,Sampaio,0,0,"{""note"": ""Sint ducimus quaerat aut aliquam maiores.""}"
3532,2025-11-25T18:27:16.044999,412,80,33,1169.93,mobile,181,Rocha,0,0,"{""note"": ""Ab quasi provident iure.""}"
3533,2025-11-25T17:53:45.044999,162,422,9,461.69,mobile,114,Fernandes do Oeste,0,0,"{""note"": ""Incidunt quos ullam veniam sequi.""}"
3534,2025-11-26T00:06:43.044999,17,232,78,1380.03,pix,132,Caldeira,0,0,"{""note"": ""Iste occaecati nesciunt pariatur ratione deserunt earum officiis.""}"
3535,2025-11-25T15:41:38.044999,94,516,25,31.62,ted,254,Ramos,0,0,"{""note"": ""Minima voluptate eius expedita qui dolorem recusandae.""}"
3536,2025-11-25T18:41:32.044999,296,407,99,1576.97,ted,249,Abreu,0,0,"{""note"": ""Repellat quas ducimus quis porro porro nemo.""}"
3537,2025-11-25T12:50:41.044999,570,122,71,356.48,card,257,Pacheco Grande,0,0,"{""note"": ""Nulla neque non numquam dolorum.""}"
3538,2025-11-25T10:30:54.044999,278,262,81,715.29,mobile,7,Sampaio,0,0,"{""note"": ""Debitis doloribus enim labore eveniet distinctio vero.""}"
3539,2025-11-26T02:43:08.044999,155,451,20,1479.91,web,32,Rodrigues Paulista,0,0,"{""note"": ""Aut et repellat quaerat consectetur distinctio veritatis.""}"
3540,2025-11-26T03:33:08.044999,215,449,76,821.86,web,24,Barbosa de Goiás,0,0,"{""note"": ""Illum reiciendis esse aliquid.""}"
3541,2025-11-25T10:13:02.044999,258,224,34,1795.97,pix,67,Moreira,0,0,"{""note"": ""Ducimus dolorem nobis aut.""}"
3542,2025-11-25T09:00:21.044999,163,180,65,1398.0,pix,232,Peixoto da Praia,0,0,"{""note"": ""Saepe autem mollitia possimus.""}"
3543,2025-11-26T00:35:25.044999,255,341,30,1729.76,card,148,Leão das Pedras,0,0,"{""note"": ""Est ipsum atque recusandae iure tenetur quas.""}"
3544,2025-11-25T18:20:51.044999,275,434,16,1146.96,web,33,Sousa Grande,0,0,"{""note"": ""Neque magni totam hic in suscipit rem amet.""}"
3545,2025-11-26T02:55:31.044999,204,596,96,864.63,ted,291,Fonseca do Galho,0,0,"{""note"": ""Corporis eius ducimus.""}"
3546,2025-11-25T20:49:55.044999,127,565,73,1871.17,web,240,Martins,0,0,"{""note"": ""Aspernatur exercitationem dolore dicta molestias iusto amet.""}"
3547,2025-11-25T21:56:58.044999,240,386,37,584.71,web,184,Dias de das Neves,0,0,"{""note"": ""Consectetur maxime nihil quidem odit laudantium omnis.""}"
3548,2025-11-25T14:37:26.044999,231,235,88,760.49,card,87,Moraes,0,0,"{""note"": ""Iusto dolorem itaque sunt.""}"
3549,2025-11-25T09:12:39.044999,477,483,17,1395.9,pix,250,Costa,0,0,"{""note"": ""Veniam architecto omnis dignissimos.""}"
3550,2025-11-25T20:45:24.044999,270,18,19,1875.86,mobile,127,Jesus,0,0,"{""note"": ""Adipisci rem suscipit error dolore reprehenderit minus pariatur.""}"
3551,2025-11-25T23:27:10.044999,295,167,32,1602.06,card,252,Monteiro,0,0,"{""note"": ""Beatae quo praesentium tempora beatae commodi magnam.""}"
3552,2025-11-25T10:23:13.044999,282,586,47,132.81,mobile,122,Pinto,0,0,"{""note"": ""Asperiores veniam quod.""}"
3553,2025-11-26T04:44:53.044999,485,87,8,1931.2,ted,144,Lopes,0,0,"{""note"": ""Recusandae animi aliquid illum laboriosam sed.""}"
3554,2025-11-25T16:21:57.044999,5,321,22,182.25,card,225,Sales,0,0,"{""note"": ""Necessitatibus asperiores commodi vero tenetur architecto mollitia ducimus.""}"
3555,2025-11-25T17:45:25.044999,477,253,71,489.98,web,279,Souza,0,0,"{""note"": ""Explicabo unde soluta enim dolorem.""}"
3556,2025-11-26T07:00:15.044999,536,156,37,331.2,ted,53,Borges,0,0,"{""note"": ""Animi consequuntur repellat enim odit tempore consectetur.""}"
3557,2025-11-26T06:12:05.044999,241,66,85,275.5,pix,244,Gonçalves,0,0,"{""note"": ""Saepe at magnam minima.""}"
3558,2025-11-26T00:51:11.044999,36,209,57,1610.54,card,222,Duarte de Pereira,0,0,"{""note"": ""Atque eius ipsa sequi aut.""}"
3559,2025-11-25T22:23:53.044999,579,131,93,355.68,ted,44,Correia,0,0,"{""note"": ""Dolore quibusdam in eos.""}"
3560,2025-11-25T11:30:08.044999,499,103,99,730.9,mobile,115,Moura,0,0,"{""note"": ""Deleniti perferendis esse.""}"
3561,2025-11-25T21:22:38.044999,542,174,64,1002.25,web,273,Viana da Mata,0,0,"{""note"": ""Placeat mollitia voluptatum saepe commodi fugit.""}"
3562,2025-11-25T21:57:55.044999,440,101,2,357.73,pix,251,Nunes de Pires,0,0,"{""note"": ""Veritatis facere repellat nostrum eius eveniet sed.""}"
3563,2025-11-25T11:58:01.044999,208,440,28,1146.48,ted,220,Rocha,0,0,"{""note"": ""Vero natus quisquam occaecati fugiat natus quas ipsum.""}"
3564,2025-11-25T19:04:20.044999,557,370,69,1681.04,card,39,Macedo do Sul,0,0,"{""note"": ""Quaerat quas perspiciatis sapiente deleniti nobis voluptatem minus.""}"
3565,2025-11-25T10:35:44.044999,483,208,29,233.53,web,68,Leão,0,0,"{""note"": ""Corporis et ullam sit velit fugiat.""}"
3566,2025-11-26T03:46:37.044999,577,373,77,695.62,mobile,206,Gomes de Cassiano,0,0,"{""note"": ""Quas cupiditate blanditiis est soluta omnis at.""}"
3567,2025-11-25T18:02:24.044999,208,32,17,886.25,web,59,Peixoto do Galho,0,0,"{""note"": ""Consectetur architecto voluptates magni nulla suscipit occaecati.""}"
3568,2025-11-25T09:03:16.044999,19,25,57,1916.4,ted,245,Porto,0,0,"{""note"": ""Tempore in doloribus.""}"
3569,2025-11-26T05:25:03.044999,328,580,30,1840.31,pix,191,Duarte,0,0,"{""note"": ""Tempora aliquid harum et tempora suscipit vitae non.""}"
3570,2025-11-26T05:09:07.044999,178,5,82,581.56,card,142,Mendonça,0,0,"{""note"": ""Aperiam reiciendis magni a impedit.""}"
3571,2025-11-25T11:04:02.044999,269,450,21,1308.0,mobile,120,da Conceição do Campo,0,0,"{""note"": ""Rem at cupiditate nihil culpa.""}"
3572,2025-11-25T21:53:16.044999,424,12,74,576.06,web,176,Ribeiro,0,0,"{""note"": ""Ad harum nesciunt labore.""}"
3573,2025-11-26T02:05:17.044999,165,249,5,113.09,ted,134,Barros de Abreu,0,0,"{""note"": ""Nihil ducimus occaecati occaecati.""}"
